Operation,Machine,Coach Variant,Start Time,End Time,Input,Output,Coach Variant Manufactured 
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 2,2021-07-24 18:16:00,2021-07-24 21:40:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 2,2021-07-24 20:06:00,2021-07-24 21:43:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 2,2021-07-24 18:34:00,2021-07-24 21:59:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 2,2021-07-24 18:34:00,2021-07-24 21:59:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-24 17:46:00,2021-07-24 22:14:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 1,2021-07-24 15:24:00,2021-07-24 22:21:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],8
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 1,2021-07-24 14:24:00,2021-07-24 22:24:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],8
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 2,2021-07-24 19:04:00,2021-07-24 22:30:00,"['C', 'D']",['E'],0
Stage-II Robotic Spot Welding,SW0120,Variant 2,2021-07-24 22:14:00,2021-07-24 22:35:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 2,2021-07-24 19:39:00,2021-07-24 22:36:00,['C'],['C'],0
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 1,2021-07-24 22:36:00,2021-07-24 22:37:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],8
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 2,2021-07-24 19:21:00,2021-07-24 22:40:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-24 16:21:00,2021-07-24 22:42:00,['Trough Sheets'],['Trough Sheets'],0
Stage II Manual JIG 9.2,RF0120,Variant 2,2021-07-24 19:39:00,2021-07-24 23:11:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage II Robotic Endwall Welding Station,EW0120,Variant 2,2021-07-24 22:55:00,2021-07-24 23:12:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 2,2021-07-24 22:50:00,2021-07-24 23:15:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage III Manual Repair stand,EW0130,Variant 2,2021-07-24 23:27:00,2021-07-24 23:29:00,['Output LHB END Wall'],['End wall Complete'],0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 2,2021-07-24 23:30:00,2021-07-24 23:31:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-24 17:46:00,2021-07-25 00:21:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 1,2021-07-24 22:39:00,2021-07-25 00:39:00,['Shell Assembly'],['Coach'],9
Stage I Machine- B&C machine,RF0110,Variant 3,2021-07-24 20:52:00,2021-07-25 00:41:00,['Roof sheeting complete'],['Roof sheeting complete'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0210,Variant 2,2021-07-24 21:55:00,2021-07-25 01:10:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 2,2021-07-24 19:33:00,2021-07-25 01:14:00,['Underframe frame work'],['Underframe frame work'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 2,2021-07-24 22:45:00,2021-07-25 01:14:00,['E'],['Roof Complete'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 2,2021-07-24 21:55:00,2021-07-25 01:19:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 2,2021-07-24 23:46:00,2021-07-25 01:23:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 2,2021-07-24 22:14:00,2021-07-25 01:39:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 2,2021-07-24 22:14:00,2021-07-25 01:39:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 2,2021-07-24 21:28:00,2021-07-25 01:59:00,['Underframe frame work'],['Underframe frame work'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 2,2021-07-24 22:55:00,2021-07-25 02:14:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage-II Robotic Spot Welding,SW0120,Variant 2,2021-07-25 01:54:00,2021-07-25 02:15:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 2,2021-07-24 22:51:00,2021-07-25 02:17:00,"['C', 'D']",['E'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 2,2021-07-24 23:26:00,2021-07-25 02:23:00,['C'],['C'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-24 18:57:00,2021-07-25 02:34:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 2,2021-07-24 21:28:00,2021-07-25 02:37:00,['Underframe frame work'],['Underframe frame work'],0
Stage II Robotic Endwall Welding Station,EW0120,Variant 2,2021-07-25 02:29:00,2021-07-25 02:46:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 2,2021-07-25 02:30:00,2021-07-25 02:55:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage II Manual JIG 9.2,RF0120,Variant 2,2021-07-24 23:26:00,2021-07-25 02:58:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage III Manual Repair stand,EW0130,Variant 2,2021-07-25 03:01:00,2021-07-25 03:03:00,['Output LHB END Wall'],['End wall Complete'],0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 2,2021-07-25 03:10:00,2021-07-25 03:11:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 3,2021-07-25 01:34:00,2021-07-25 04:11:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 3,2021-07-25 01:54:00,2021-07-25 04:24:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage I Machine- B&C machine,RF0110,Variant 3,2021-07-25 00:56:00,2021-07-25 04:45:00,['Roof sheeting complete'],['Roof sheeting complete'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0210,Variant 2,2021-07-25 01:34:00,2021-07-25 04:49:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 2,2021-07-25 02:32:00,2021-07-25 05:01:00,['E'],['Roof Complete'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 2,2021-07-25 03:26:00,2021-07-25 05:03:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-25 00:36:00,2021-07-25 05:04:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage-II Robotic Spot Welding,SW0120,Variant 3,2021-07-25 04:39:00,2021-07-25 05:06:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-24 22:57:00,2021-07-25 05:18:00,['Trough Sheets'],['Trough Sheets'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 3,2021-07-25 01:54:00,2021-07-25 05:18:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 3,2021-07-25 02:29:00,2021-07-25 05:38:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 3,2021-07-25 05:21:00,2021-07-25 05:41:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 3,2021-07-25 05:56:00,2021-07-25 05:57:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 2,2021-07-25 02:38:00,2021-07-25 06:04:00,"['C', 'D']",['E'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 2,2021-07-25 03:13:00,2021-07-25 06:10:00,['C'],['C'],0
Stage II Robotic Endwall Welding Station,EW0120,Variant 3,2021-07-25 05:53:00,2021-07-25 06:12:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-24 22:36:00,2021-07-25 06:27:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage III Manual Repair stand,EW0130,Variant 3,2021-07-25 06:27:00,2021-07-25 06:28:00,['Output LHB END Wall'],['End wall Complete'],0
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-25 06:42:00,2021-07-25 06:43:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],0
Stage II Manual JIG 9.2,RF0120,Variant 2,2021-07-25 03:13:00,2021-07-25 06:45:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 1,2021-07-24 22:52:00,2021-07-25 06:52:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],9
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 3,2021-07-25 04:26:00,2021-07-25 07:03:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 3,2021-07-25 04:39:00,2021-07-25 07:09:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 2,2021-07-25 01:29:00,2021-07-25 07:10:00,['Underframe frame work'],['Underframe frame work'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-25 00:36:00,2021-07-25 07:11:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 2,2021-07-25 02:52:00,2021-07-25 07:23:00,['Underframe frame work'],['Underframe frame work'],0
Stage-II Robotic Spot Welding,SW0120,Variant 3,2021-07-25 07:24:00,2021-07-25 07:51:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0220,Variant 3,2021-07-25 04:26:00,2021-07-25 07:54:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 2,2021-07-25 02:52:00,2021-07-25 08:01:00,['Underframe frame work'],['Underframe frame work'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 3,2021-07-25 06:12:00,2021-07-25 08:25:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 3,2021-07-25 08:06:00,2021-07-25 08:26:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 3,2021-07-25 08:41:00,2021-07-25 08:42:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 2,2021-07-25 06:19:00,2021-07-25 08:48:00,['E'],['Roof Complete'],0
Stage I Machine- B&C machine,RF0110,Variant 3,2021-07-25 05:00:00,2021-07-25 08:49:00,['Roof sheeting complete'],['Roof sheeting complete'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 3,2021-07-25 05:33:00,2021-07-25 08:57:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 3,2021-07-25 05:53:00,2021-07-25 09:02:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 1,2021-07-25 07:07:00,2021-07-25 09:07:00,['Shell Assembly'],['Coach'],10
Stage II Robotic Endwall Welding Station,EW0120,Variant 3,2021-07-25 09:17:00,2021-07-25 09:36:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 2,2021-07-25 06:25:00,2021-07-25 09:51:00,"['C', 'D']",['E'],0
Stage III Manual Repair stand,EW0130,Variant 3,2021-07-25 09:51:00,2021-07-25 09:52:00,['Output LHB END Wall'],['End wall Complete'],0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 3,2021-07-25 07:24:00,2021-07-25 09:54:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 3,2021-07-25 07:18:00,2021-07-25 09:55:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage III Roof Robotic Welding Station,RF0130,Variant 2,2021-07-25 07:00:00,2021-07-25 09:57:00,['C'],['C'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-25 02:49:00,2021-07-25 10:26:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage II Manual JIG 9.2,RF0120,Variant 2,2021-07-25 07:00:00,2021-07-25 10:32:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage-II Robotic Spot Welding,SW0120,Variant 3,2021-07-25 10:09:00,2021-07-25 10:36:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0210,Variant 3,2021-07-25 07:18:00,2021-07-25 10:46:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 3,2021-07-25 10:51:00,2021-07-25 11:11:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 3,2021-07-25 09:12:00,2021-07-25 11:25:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 3,2021-07-25 11:26:00,2021-07-25 11:27:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-25 05:33:00,2021-07-25 11:54:00,['Trough Sheets'],['Trough Sheets'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-25 07:26:00,2021-07-25 11:54:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 3,2021-07-25 09:17:00,2021-07-25 12:26:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 2,2021-07-25 10:06:00,2021-07-25 12:35:00,['E'],['Roof Complete'],0
